gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	direction	significant_fdr
Pianp	49.65113480401341	-2.9571987048739796	0.4853119479754955	-6.093397694431573	1.1053898906361083e-9	7.277257599730365e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Rhoh	282.15774098887294	0.8150198914813959	0.13377502467843583	6.092466762316172	1.1118393434928292e-9	7.31544906820588e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Eif4a3	70.08646695988993	0.7067791250243742	0.1160278816603562	6.091459353651742	1.1188599556527374e-9	7.357351829595274e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Cog6	81.76534110853402	-0.6701959197469872	0.11007410030533274	-6.088588667887739	1.1391036143424867e-9	7.486106688550159e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Txnip	7252.830547119136	-1.2276100392989657	0.2016881753966022	-6.086673335632978	1.152808405593763e-9	7.571763707054728e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ddhd1	426.74319529778364	-1.830264074980194	0.300721199669109	-6.086248914257056	1.1558669580055484e-9	7.587436157146369e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Igsf9	40.606239349222186	1.6921273239071362	0.27805948042118167	6.08548689418552	1.1613782490186528e-9	7.619181489492138e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Ptgir	53.53984529089893	-2.849048109307579	0.46854890113905323	-6.080577934088581	1.1975012960984623e-9	7.851600595685676e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Gatad2b	269.9573522421381	0.491118872276667	0.08080028654554301	6.078182309413572	1.2155251441381283e-9	7.965148505490499e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Lhfpl2	1737.1576413828839	-1.1373280102698482	0.1871417002028944	-6.077362816714743	1.2217512186241436e-9	8.001300493879767e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Cpq	110.89578722527123	-1.230948387268814	0.20262560712059524	-6.074989261037472	1.2399601899939917e-9	8.115841521979237e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ifnar1	1108.335422599921	0.9695597239805139	0.15964073044184832	6.073385666032714	1.2524117964361339e-9	8.192588238252367e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Nedd8	546.6586760514871	-0.8086849932629389	0.1331745496434078	-6.0723688980236705	1.2603698605346534e-9	8.239868775360967e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Klhl20	46.80602344184096	-0.8806563331706828	0.14504479202903195	-6.071616366580138	1.2662915131592386e-9	8.273788902425506e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Gch1	288.02712815691814	1.7930050668462219	0.2954258258303739	6.06922249199608	1.2853097858738927e-9	8.393191911921877e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Tomm20	557.1682240087414	0.8387268887708694	0.13826730578260607	6.065981281862662	1.3115040534148705e-9	8.559289611760208e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Slc9a5	28.46112545062992	2.867405522790555	0.4727394974011646	6.065508675610593	1.315366694075894e-9	8.57953628667768e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Pbx2	230.47923441831287	-0.7434666723187686	0.12258180831987786	-6.065065302175087	1.3190004934270136e-9	8.59826780348378e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Pcyt1a	510.00774126575715	1.3500589145875619	0.22275021861385397	6.060864599769218	1.3539177277910339e-9	8.820789630712486e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Pknox1	226.8756686596424	0.8525858090149124	0.14071515906594106	6.058947839552801	1.3701481051300822e-9	8.921379814361135e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Cirbp	176.87881040991874	1.0250669256382636	0.16927942801422063	6.055472526479419	1.400060693640892e-9	9.110890926784212e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Tubgcp4	75.28176269434138	-0.7282975331488482	0.12030223102809189	-6.053898809065168	1.4138144158915134e-9	9.195090414363018e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Sigirr	5.478791764828513	3.849032897381952	0.6363910136550556	6.048220064069371	1.464548220376343e-9	9.519563432446229e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Cd300lf	342.2538692278964	-1.840830198384496	0.30437310211943297	-6.047939800088421	1.467097512794239e-9	9.530643830955782e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Wapl	503.2759872027	0.6594752817763418	0.10910331567321382	6.044502659768854	1.4987158179371821e-9	9.730442629230818e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Akt1s1	113.00367047627178	-1.0341531230937322	0.171131145614432	-6.043044469670861	1.5123294845869233e-9	9.813183383599105e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Cmklr1	667.5620387698249	-0.7013796876792652	0.11608145153972949	-6.04213402206824	1.5208904621447444e-9	9.863062054506491e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Lxn	24.962767059851693	-2.329510228628705	0.3856658131317556	-6.040230036756903	1.5389466584475763e-9	9.974425097026107e-9	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Gpatch3	182.8620441430157	0.8908635931096351	0.14753414159660014	6.038355484830806	1.5569277513383479e-9	1.0085173792251387e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Fam118b	48.048470768623076	-1.004210912766132	0.16631053514366473	-6.038167767896726	1.5587396090547055e-9	1.0091117469060985e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Apool	58.514524826575645	-0.9245682937274605	0.1531581528044748	-6.036690027907202	1.5730748047072676e-9	1.0178082624034866e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ifi27	312.1273182990094	-1.2034460967426979	0.1993974821918532	-6.035412701875466	1.5855692942246201e-9	1.0253045224086312e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
H2ac25	354.82812775360776	-1.1904873199543673	0.19728787737894818	-6.034264931887799	1.5968789581432098e-9	1.032026469856127e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Mtfr1	50.515389419740664	-1.1258061284923317	0.18677166513949378	-6.027713720127211	1.6629527151413634e-9	1.0741132477192413e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Bphl	85.33293219219753	-1.1500909880058439	0.19090203713196618	-6.024508723344908	1.6962405648469357e-9	1.0949873303050814e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Slc26a11	68.70211272761073	-1.2143868558877604	0.20158879528801157	-6.024079136703783	1.7007514087114667e-9	1.0972715206346593e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Cd74	22644.71607447418	1.7597253195705511	0.2921220642875123	6.023938396651184	1.7022317801291844e-9	1.0975990518272981e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Gpr162	107.4968846000077	2.249201236874196	0.3734129976881068	6.023360865314178	1.7083196908849162e-9	1.1008954535662703e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Vps26b	99.75725822473294	-1.1885265795236557	0.19755457104789567	-6.01619376974834	1.7856581155550462e-9	1.1500779780778049e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Mob3a	91.85664703451339	0.726213652595869	0.1207156328970673	6.015903948539145	1.7888562306503e-9	1.1514805308989152e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Dusp6	1803.5562887812496	-1.1206900677516427	0.18633915541906257	-6.014248938884026	1.8072261228384858e-9	1.1626419367223189e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Qdpr	38.76246461753602	-3.437465381343458	0.5716924043593621	-6.012788267137252	1.8235915505971456e-9	1.1725018266061648e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Cgref1	34.54883921813378	4.246752728227339	0.7063139513517368	6.012556767567658	1.8261985030529897e-9	1.1735093341941877e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Zwint	90.73825195363764	2.0272527558791564	0.3375157848287272	6.006393914014684	1.8969499526903596e-9	1.2182802086601034e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Ostf1	427.57056280592246	-0.8386901460404139	0.13965290502442895	-6.0055331172216215	1.9070423245443604e-9	1.2240651644003734e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Nudt2	35.083979710975726	-1.6392286666585387	0.27302789153061496	-6.003887212653986	1.926485506783768e-9	1.2358420954262672e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Irak2	1673.7517166064779	0.6936125485966119	0.11569035958187046	5.9954221864593995	2.0295746231669974e-9	1.3012340936259317e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Cipc	30.453515009276963	-4.088513365314809	0.6821374544521661	-5.993679629567255	2.051453291703866e-9	1.3145144204194448e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ddx39b	812.5244982385037	0.5291933753768272	0.08830240083991883	5.992967012711108	2.060466595051338e-9	1.319540582211084e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Pus1	170.9143360984216	1.254127385641585	0.20928193801780776	5.992525669056408	2.0660681205433e-9	1.3223773495298127e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Iba57	43.23215656919503	0.8602230464831686	0.14361073599327828	5.989963358473641	2.0988831964503764e-9	1.3426189336023836e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Usp22	237.32061476193329	0.5971579015315859	0.09973263723063742	5.98758759532874	2.1297624804242396e-9	1.361599990317684e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Nolc1	20.17749543876947	1.9073400170766237	0.3185617792955206	5.987347324888085	2.132909957240728e-9	1.3628400881939057e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Ier5	4461.395140548772	0.9394021568188473	0.15690449259644995	5.9870953423554285	2.136215727215528e-9	1.3641798679060567e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Idnk	206.8415785493839	-0.5942738355603434	0.09926134782388349	-5.986961174602889	2.137977915621547e-9	1.364532963793752e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Nfya	885.0403134181647	0.5807967774714944	0.09703211081121668	5.985614170565437	2.1557484188938983e-9	1.3750969564046777e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Stk32c	5.051208274022825	4.499543447212272	0.7518896345188071	5.984313708609484	2.1730413845775395e-9	1.3853445753431048e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Ppan	326.11927977703897	0.950787861464257	0.15893269198411364	5.98233031602645	2.199676163527217e-9	1.4015327966821636e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Armt1	45.315329572305096	-1.1205334391459594	0.18740637099472074	-5.979164065759136	2.242855779610572e-9	1.4282384095443395e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Mbnl3	7.40301215271171	4.575807092204316	0.7657560723169262	5.975541373585753	2.2932732702291317e-9	1.4595203373528213e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Sh2b3	519.0069984908396	0.6106557895778686	0.10222776749738474	5.973482592129294	2.3224157873351905e-9	1.4772344838946048e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Utp3	231.3807703080803	0.7434432259300188	0.1244892015000861	5.971949510251333	2.344350915434665e-9	1.4903468016768878e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Elmod3	49.647190277192166	1.254959368399697	0.21019094941002472	5.970568056912938	2.364289316989163e-9	1.5021757124383846e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Dpp3	93.71533356089815	-0.831205132880344	0.1392308823604362	-5.969976766566401	2.372873750889985e-9	1.5067815084435897e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Tor1aip2	564.6286907568185	0.48153297687136076	0.080701944913802	5.966807582960827	2.4194043626862373e-9	1.5354645010433917e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Rasgrp1	9.743596442705638	3.0943329300860527	0.5186482131011315	5.9661497946445	2.429172922332162e-9	1.5405270662421565e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Hectd2	27.801670558249896	2.299136548685734	0.38536760549652027	5.966086707582623	2.430111820197659e-9	1.5405270662421565e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Nr1h3	11.589338194891072	-3.033796362272024	0.5085370262733552	-5.9657334776666975	2.435375324032791e-9	1.542996920628075e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Tmem179b	379.5976077470244	-0.7075202531717287	0.11861815632653987	-5.964687658978786	2.451024331748835e-9	1.5520403232016752e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Cep170	677.4239168490564	0.5686499971831491	0.09533784594666449	5.964577776398189	2.4526742237646348e-9	1.5522140180011296e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Cnot8	202.23909458820208	-0.7110629406056405	0.11922644938008477	-5.963969776025338	2.4618229475653996e-9	1.5571306132470834e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Zfp760	10.015583240123442	-2.527519750838688	0.4240413993231794	-5.960549500291506	2.51391135924932e-9	1.589186318082315e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
H3c1	502.21811965827584	0.814865596498922	0.13674121523881017	5.9591805958123825	2.5350582366459375e-9	1.601657174821543e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Gpc1	93.59758042824198	-2.759193974111019	0.46315364189223485	-5.957405328474174	2.5627407943240914e-9	1.6182410253583126e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Glmp	354.18455327829065	-0.9122621080733654	0.15316011698996218	-5.9562641110619765	2.5806915464337003e-9	1.628664620243729e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Gpr18	12.80412452489723	4.193175784975529	0.7041084450136913	5.955298242295608	2.5959797849044633e-9	1.637397199153827e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Yy1	177.25068848715938	0.47681908919027566	0.0800925310322049	5.9533527414503675	2.627042347973788e-9	1.6560640142199007e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Elof1	53.91815627815072	-1.4413203781154236	0.24212256575983804	-5.952854388405386	2.6350572878597884e-9	1.6601290251488017e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Oga	375.0096780085714	0.5098590555189403	0.08565152082370255	5.952714564968306	2.6373103228309876e-9	1.6601290251488017e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Amn	12.250680121915941	4.199080303949058	0.7054103220470326	5.952677714955649	2.6379044151823835e-9	1.6601290251488017e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Arf4	880.1664384032474	0.72615501903026	0.12199151749164801	5.952504190137444	2.640703717903281e-9	1.6609643674927886e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Slc40a1	366.93850923565986	-0.8600986916555832	0.1445330710833735	-5.950878129196035	2.667076300602141e-9	1.6766177702503933e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Raet1d	8.895822454931896	-3.970296979085192	0.6671996424665044	-5.9506881094956725	2.670174859535637e-9	1.6770227497869486e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Thap11	27.21321992811784	-1.2071376548881685	0.20285790032121437	-5.950656360815784	2.6706929115270705e-9	1.6770227497869486e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Huwe1	517.6171785293947	0.7661499241422121	0.12882797966632878	5.94707707228337	2.729729021037524e-9	1.713140282168377e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Flt3	4.2202084676322755	5.195182495994269	0.8736969656662462	5.94620640811386	2.7442806454546353e-9	1.7213153309232964e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Slc15a3	9907.213560052036	1.110734641837884	0.18680150819068916	5.946068918801411	2.7465854338330286e-9	1.721803890853994e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Coro1a	2341.5149848985498	0.8611059851896167	0.14486181451820773	5.944326930140613	2.775950831039714e-9	1.7392464840339882e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Bri3bp	68.35259061540499	1.4975888552952532	0.2520171783565181	5.9424078352971526	2.808655749153607e-9	1.7587609030770976e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Sdad1	138.78649617222325	0.9704303517067076	0.16340104242444942	5.938948352519835	2.8685621026700006e-9	1.795277579951652e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Lpcat4	7.399560386268671	4.159968554761491	0.7005738170537685	5.937944658360272	2.8861742671425012e-9	1.8052988043478925e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Sema7a	60.6305313401102	8.323451445952855	1.4019224764603164	5.937169555172948	2.8998472800613594e-9	1.8128463550256168e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Ltv1	321.91434491621516	0.9102218202524293	0.1533339530433624	5.936205270824924	2.916945562737649e-9	1.8225256771833685e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Atp8b2	39.564558229271654	1.576535383238209	0.2657068252067498	5.933364270983581	2.9678936339096576e-9	1.8533321397363906e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Slc38a10	223.91077406986827	0.6604603579686472	0.11137106972884304	5.930268601861155	3.0243952417200707e-9	1.8875705701089202e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Srsf3	350.27881777038	0.732553426445366	0.12353225139560624	5.930058087417172	3.0282753182964505e-9	1.8889474124741374e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Plpp3	52.05714487040934	-6.381906599330548	1.0763554987221942	-5.929181025141684	3.044493034842597e-9	1.898014331777009e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Cds1	450.38436440568427	0.9115362943992478	0.15384483912069058	5.925036547271837	3.1222794220248802e-9	1.945433517290378e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Cdk13	354.56298906460256	0.47027177841387924	0.07937547497303911	5.924648369960785	3.1296633265135237e-9	1.9489581112791724e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Upb1	4.943980283906391	4.454520950446129	0.7519064793417869	5.924301855126428	3.1362690886957742e-9	1.951994506168953e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Cd4	138.57625089809687	-0.9842574458760641	0.1661751281879307	-5.923013008077527	3.1609582965327634e-9	1.966276373653567e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Stxbp6	7.618432823559145	4.410609133705792	0.7447969880971284	5.9218944278687236	3.1825391703381166e-9	1.9786100274432674e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Fam168b	1101.5951169240973	0.44894235084076844	0.0758247337361347	5.920790337399134	3.2039811421284247e-9	1.9908437889745122e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Sumo1	352.88440008512856	0.6583206179584238	0.11121103264527823	5.919562136053725	3.227998674178637e-9	2.004663568488263e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Keap1	151.76189777229774	-0.7514881991771182	0.1270067950011746	-5.916913336567293	3.2803942414081864e-9	2.0360818822909778e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Wdr82	271.61556054710985	0.400837784165709	0.06776759453783883	5.914888773894675	3.320999247270018e-9	2.0601514846726158e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Ndufs5	18.551358848628286	-1.6998664896534237	0.28746637548861426	-5.913270679967754	3.353803479905342e-9	2.079358157541312e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Pim1	4892.23041599317	1.7270696049921177	0.292082113952188	5.912959138863354	3.3601555875003596e-9	2.0821524244565656e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Cblc	10.757739632057639	3.528738105755913	0.5970455214656254	5.910333431684704	3.4141593433139755e-9	2.1144552156945608e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Prdx4	352.92361347051815	-1.2420391416919503	0.2101832356032589	-5.909315926777428	3.435313058296983e-9	2.126389059233305e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Mtln	47.579329359393554	-1.0474806720601106	0.17730916809339453	-5.907650931554585	3.4702034833965517e-9	2.1468079005837e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Tpp1	1833.5243454247752	-1.0479363569007727	0.17739651829269637	-5.907310735218175	3.477374714782956e-9	2.1500655496773082e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Hipk3	173.873388542962	1.5632927391774365	0.264667657946841	5.906625506511365	3.4918629410647595e-9	2.1578412610610486e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Wbp11	111.92733150792033	0.8507460609086	0.14405235773806108	5.905811430421444	3.5091518584131504e-9	2.167338235924137e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Gsr	130.9715606741013	-1.6280845648447875	0.2757271856014312	-5.904693660487341	3.5330262882509807e-9	2.1808899691807477e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Limd2	1450.6956237080444	0.7015168607667964	0.11882856533697607	5.903604564924461	3.556440317379562e-9	2.1941428398748488e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Npy	62.8996555482419	-4.947686362053453	0.8383085590782487	-5.9019871722335955	3.5914909633288065e-9	2.2145565043826367e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Sirpb1c	16.717624571952808	-3.0843951979748723	0.5226817022835832	-5.901096565078186	3.6109347105119203e-9	2.225329725473321e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Abhd4	110.78443124585087	-0.7702848450779682	0.13053667767447152	-5.900907383278756	3.6150781057626308e-9	2.2266671040079436e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Klra3	4.989766468609465	-4.459688852873867	0.7558282876989597	-5.900399502711025	3.6262244364639466e-9	2.2323140502487273e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Apold1	32.693803776310226	1.9966990963421578	0.33840752459117335	5.900279843819518	3.62885542651277e-9	2.2327156288315207e-08	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Usp37	151.8567050216671	0.7166732059751975	0.12148869854023088	5.89909361600307	3.6550382363157113e-9	2.2475995345278738e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Adora2a	30.815369395552278	3.486925986540582	0.5913086072547947	5.896964704655595	3.702490186371172e-9	2.2755391755453323e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Cystm1	36.08236108460175	3.496333276100623	0.5930762467529191	5.895250897743721	3.741124938088434e-9	2.298032324517686e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Iqcc	62.26589684093254	-1.065282458132187	0.18078824378190197	-5.8924321396545825	3.80552393928112e-9	2.336318396672914e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Mfsd9	10.779886519261419	-1.7946368187999988	0.3046214393975314	-5.891367404570613	3.8301292089774524e-9	2.3501456223002486e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Pef1	58.39902567948996	-1.144737727430998	0.1943481063560446	-5.890140886342597	3.858665134611974e-9	2.3663683358131255e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Cd84	2536.768363004604	-0.8477999975938145	0.14397603117600308	-5.8884801217879374	3.897634168198306e-9	2.3889681669717378e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Arhgef10	15.81155101279478	5.41381509619959	0.919756152473922	5.886141757940662	3.9531527946449376e-9	2.421681657696714e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Hip1	142.95324084245843	-1.1657593328060876	0.19806893311204118	-5.8856243353754785	3.965541309754762e-9	2.4279526933951565e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Tmem164	293.52294939129206	-0.8579099861004811	0.1458157408710743	-5.8835210861015215	4.0162890003246424e-9	2.4576900802420424e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Txndc15	323.4213229029405	-0.5548639852810304	0.09431005656244623	-5.883402104775901	4.019178622059264e-9	2.4581252884182513e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Cdc42ep2	5.319625815380372	3.3953012603961925	0.5775296333851306	5.879007870981413	4.127327484438863e-9	2.5229015890795303e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Spsb4	10.688716150058898	-5.6423642157096925	0.9598188183536872	-5.878572192809952	4.138203252307877e-9	2.528180048675803e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ostm1	377.3042191161608	-1.1055508681566282	0.18813972713276253	-5.87622234285737	4.1973448397430954e-9	2.5629241976007085e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Dock11	285.8362574944498	0.5922324117516222	0.10081610378350711	5.874383055145479	4.244209631756731e-9	2.5901385335177365e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Relt	33.41795560638237	1.3098541098426044	0.2230023562560306	5.873723183170099	4.26114688668499e-9	2.5976679864924012e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Hck	1353.7261460303298	0.6045502327463887	0.1029245391172706	5.873723000669196	4.261151580111161e-9	2.5976679864924012e-8	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
