cell_group	parameter	factor	c_lower	c_effect	c_upper	c_pH0	c_FDR	c_rhat	c_ess_bulk	c_ess_tail	v_lower	v_effect	v_upper	v_pH0	v_FDR	v_rhat	v_ess_bulk	v_ess_tail
Inflammatory TAMs	conditionB7H3	condition	0.092911268705	0.4645397685	0.862636394625	0.02725	0.01975	1.01007473950451	348.719148699043	801.934755604357	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory TAMs	conditionCD28-41BB	condition	-0.851527451475	-0.466503079	-0.07745275384	0.0325	0.0158125	1.00715710284324	330.798879913735	1170.26247243678	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory TAMs	conditionCD8-41BB	condition	0.813476039475	1.203473965	1.622903638	0	0	1.00684653344632	553.224559459396	1233.61966878329	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory TAMs	conditionSTOP	condition	-1.2144214205	-0.80020136	-0.4087177619	0.000499999999999945	0.000499999999999945	1.0119059219085	263.963319202125	809.811531266634	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory TAMs	conditiontumor	condition	-1.7254970235	-1.27891942	-0.8695207664	0	0	1.00188820709384	250.349035901135	614.982496465809	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory activated microglia	(Intercept)	NA	0.4978064372	0.667335686	0.82929921745	0	0	1.00277567667433	2706.64167427427	3627.82639580093	-5.80784990475	-5.209645615	-4.60177146375	0	0	1.00161091762058	627.981426328868	2059.25948453262
Inflammatory activated microglia	conditionB7H3	condition	-0.573080924275	-0.2718373115	0.0261248606025002	0.139	0.05055	1.00037437888726	3713.61017636927	3253.30114943421	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory activated microglia	conditionCD28-41BB	condition	-0.1413929521	0.1582222305	0.45305023665	0.3455	0.131678571428571	1.00066503609141	2908.21627361173	3370.01345016474	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory activated microglia	conditionCD8-41BB	condition	-0.404609857125	-0.1072280035	0.186870571025	0.481	0.128954545454545	1.00251677176744	2973.97948974686	3689.7268252702	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory activated microglia	conditionSTOP	condition	-0.145868894825	0.140898408	0.443551333925	0.388	0.159269230769231	1.00049211224395	2208.78536633618	3661.29897065564	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory activated microglia	conditiontumor	condition	-0.15101465655	0.1590913765	0.4553863155	0.35275	0.0455	1.00209600500238	3538.7646865503	3695.76332618431	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory monocytes	(Intercept)	NA	-1.65801869	-1.36719501	-1.07165296375	0	0	1.00098380437407	1416.91592832362	3169.2889397443	-6.68044466675	-6.01490425	-5.3562098765	0	0	1.00168814627415	1289.29970836386	2959.98643851452
Inflammatory monocytes	conditionB7H3	condition	-0.624277575725	-0.2619812925	0.11436461865	0.177	0.0713541666666667	1.00101250220954	2073.47340836862	2060.60972723195	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory monocytes	conditionCD28-41BB	condition	-0.393194968825	-0.03774319155	0.321808634	0.6255	0.310535714285714	1.00157231862137	1287.23235327078	2773.20336693921	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory monocytes	conditionCD8-41BB	condition	-0.2689901624	0.0778770014	0.4344870159	0.545	0.163625	0.999857159452436	1587.70549706649	3307.64323975488	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory monocytes	conditionSTOP	condition	-0.4393305529	-0.08377340585	0.28196856695	0.53675	0.186232142857143	1.00093624097915	1355.72509322963	3224.76133144096	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory monocytes	conditiontumor	condition	-0.483740137175	-0.1103190845	0.2542507628	0.4755	0.0999464285714286	1.00157535564693	1200.41401797023	2213.57864158152	NA	NA	NA	NA	NA	NA	NA	NA
Lipid-associated TAMs	(Intercept)	NA	-0.314987441325	-0.04041834055	0.217371682425	0.66725	0.047875	1.00015571398538	1095.82646697712	2250.4858630834	-5.738080382	-5.244340135	-4.7627904165	0	0	1.00046597449805	1800.24008114161	3094.65154927561
Lipid-associated TAMs	conditionB7H3	condition	-0.222560324025	0.12726325	0.48029580435	0.43675	0.0994615384615385	0.999768171778237	1892.5722193486	2771.01043007967	NA	NA	NA	NA	NA	NA	NA	NA
Lipid-associated TAMs	conditionCD28-41BB	condition	-0.576215532	-0.2025899865	0.16099592835	0.2885	0.0960416666666667	1.00078410290807	819.540163326515	1857.24767853573	NA	NA	NA	NA	NA	NA	NA	NA
Lipid-associated TAMs	conditionCD8-41BB	condition	-0.976557070175	-0.6176406425	-0.236279529725	0.00349999999999995	0.00116666666666665	1.00028199971708	796.877431989829	1865.9259579169	NA	NA	NA	NA	NA	NA	NA	NA
Lipid-associated TAMs	conditionSTOP	condition	-1.0783112995	-0.712553638	-0.308173792875	0.00175000000000003	0.00112499999999999	1.00216444787729	688.9640409609	970.918561688445	NA	NA	NA	NA	NA	NA	NA	NA
Lipid-associated TAMs	conditiontumor	condition	-1.23433160325	-0.8404300615	-0.4506449814	0	0	1.00013407285367	755.69458504365	1614.60312984189	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages	(Intercept)	NA	-0.70639111295	-0.4752489095	-0.2339622524	0.002	0.000230769230769231	1.00134216035212	1091.78105490222	2140.36348688065	-5.95824869725	-5.460424905	-4.96210902075	0	0	0.999861574037663	1292.50096406356	1913.08805638474
Perivascular macrophages	conditionB7H3	condition	-0.899606073325	-0.5231732685	-0.144535607	0.015	0.014375	1.00055202336316	1263.33731219764	1873.61045415701	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages	conditionCD28-41BB	condition	0.27543855805	0.610302968	0.956739548575	0.00149999999999995	0.00149999999999995	1.00205550420767	1147.57022986856	1364.71177327082	NA	NA	NA	NA	NA	NA	NA	NA
